"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-08","2017","04","08","","9.5","","6.2","","7.9","","10.1","","0.0","","0.8","","0.0","","0.8","","","","21","","41",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-09","2017","04","09","","11.5","","2.5","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","10","","39",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-10","2017","04","10","","11.6","","6.0","","8.8","","9.2","","0.0","","1.2","","0.0","","1.2","","","","15","","41",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-11","2017","04","11","","12.6","","1.2","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-12","2017","04","12","","12.6","","6.9","","9.8","","8.2","","0.0","","22.8","","0.0","","22.8","","","","1","","33",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-13","2017","04","13","","11.8","","7.0","","9.4","","8.6","","0.0","","6.8","","0.0","","6.8","","","","21","","48",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-14","2017","04","14","","13.2","","5.8","","9.5","","8.5","","0.0","","0.2","","0.0","","0.2","","","","23","","44",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-15","2017","04","15","","11.9","","3.6","","7.8","","10.2","","0.0","","0.2","","0.0","","0.2","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-16","2017","04","16","","15.6","","2.9","","9.3","","8.7","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-17","2017","04","17","","13.8","","8.7","","11.3","","6.7","","0.0","","0.4","","0.0","","0.4","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-18","2017","04","18","","15.6","","6.5","","11.1","","6.9","","0.0","","0.0","T","0.0","","0.0","T","","","20","","41",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-19","2017","04","19","","13.2","","5.6","","9.4","","8.6","","0.0","","0.2","","0.0","","0.2","","","","17","","41",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-20","2017","04","20","","13.6","","6.5","","10.1","","7.9","","0.0","","1.0","","0.0","","1.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-21","2017","04","21","","16.6","","4.1","","10.4","","7.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-22","2017","04","22","","12.6","","7.1","","9.9","","8.1","","0.0","","2.2","","0.0","","2.2","","","","16","","41",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-23","2017","04","23","","11.6","","7.5","","9.6","","8.4","","0.0","","1.0","","0.0","","1.0","","","","14","","41",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-24","2017","04","24","","14.8","","6.9","","10.9","","7.1","","0.0","","0.7","","0.0","","0.7","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-25","2017","04","25","","13.1","","4.7","","8.9","","9.1","","0.0","","0.0","T","0.0","","0.0","T","","","13","","39",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-26","2017","04","26","","14.7","","8.1","","11.4","","6.6","","0.0","","0.4","","0.0","","0.4","","","","25","","56",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-27","2017","04","27","","12.9","","5.6","","9.3","","8.7","","0.0","","0.6","","0.0","","0.6","","","","25","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-28","2017","04","28","","13.8","","2.1","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","","","9","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-29","2017","04","29","","10.7","","3.3","","7.0","","11.0","","0.0","","3.0","","0.0","","3.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-04-30","2017","04","30","","15.6","","6.7","","11.2","","6.8","","0.0","","0.0","T","0.0","","0.0","T","","","25","","46",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-01","2017","05","01","","11.0","","5.1","","8.1","","9.9","","0.0","","2.0","","0.0","","2.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-02","2017","05","02","","13.9","","3.4","","8.7","","9.3","","0.0","","1.0","","0.0","","1.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-03","2017","05","03","","15.9","","10.3","","13.1","","4.9","","0.0","","3.0","","0.0","","3.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-04","2017","05","04","","22.0","","9.2","","15.6","","2.4","","0.0","","0.0","T","0.0","","0.0","T","","","14","","33",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-05","2017","05","05","","16.9","","8.2","","12.6","","5.4","","0.0","","0.0","T","0.0","","0.0","T","","","23","","56",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-06","2017","05","06","","13.9","","2.5","","8.2","","9.8","","0.0","","0.0","T","0.0","","0.0","T","","","25","","33",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-07","2017","05","07","","14.9","","3.9","","9.4","","8.6","","0.0","","0.0","","0.0","","0.0","","","","13","","30",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-08","2017","05","08","","15.3","","7.2","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-09","2017","05","09","","16.6","","5.6","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-10","2017","05","10","","14.9","","9.8","","12.4","","5.6","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-11","2017","05","11","","13.8","","7.6","","10.7","","7.3","","0.0","","12.0","","0.0","","12.0","","","","24","","41",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-12","2017","05","12","","12.6","","6.3","","9.5","","8.5","","0.0","","6.2","","0.0","","6.2","","","","30","","35",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-13","2017","05","13","","12.8","","5.8","","9.3","","8.7","","0.0","","4.8","","0.0","","4.8","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-14","2017","05","14","","13.5","","4.7","","9.1","","8.9","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-15","2017","05","15","","10.3","","5.9","","8.1","","9.9","","0.0","","9.6","","0.0","","9.6","","","","13","","41",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-16","2017","05","16","","13.5","","4.8","","9.2","","8.8","","0.0","","1.2","","0.0","","1.2","","","","13","","39",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-17","2017","05","17","","13.7","","5.5","","9.6","","8.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-18","2017","05","18","","16.2","","6.9","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-19","2017","05","19","","18.6","","7.6","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-20","2017","05","20","","20.1","","9.1","","14.6","","3.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-21","2017","05","21","","22.5","","10.2","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-22","2017","05","22","","24.5","E","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-23","2017","05","23","","24.6","","9.6","","17.1","","0.9","","0.0","","0.0","","0.0","","0.0","","","","28","","67",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-24","2017","05","24","","16.8","","5.2","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-25","2017","05","25","","19.4","","7.5","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-26","2017","05","26","","22.1","","8.7","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-27","2017","05","27","","24.2","E","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-28","2017","05","28","","23.1","","10.4","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-29","2017","05","29","","19.3","","9.9","","14.6","","3.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
